"제공대상","제목","내용","게시시작시간","게시종료시간"
국문,장애인 단체 기습시위 2차(열차 정상운행),서울교통공사에서 알려드립니다.금일 장애인 단체 5호선 공덕역 기습시위(2차)는 08:36부로 종료되어 열차 정상운행 중입니다. 열차이용에 참고 하시기 바랍니다.   12-03 08:42:11,"2021-12-03 08:42","2021-12-03 09:42"
국문,장애인 단체 기습시위 2차,서울교통공사에서 알려드립니다.금일 장애인 단체 기습시위는 5호선 여의도역에서 1차 시위 후 2차 공덕역 도착 후 열차내에서 기습시위 중입니다. 열차이용에 참고 하시기 바랍니다.  12-03 08:33:48,"2021-12-03 08:33","2021-12-03 09:33"
국문,장애인 단체 기습시위 종료(열차 정상운행),서울교통공사에서 알려드립니다.금일 5호선 여의도역에서 공덕역까지 장애인 단체 기습시위는 08:20부로 열차 정상운행 중입니다. 열차이용에 참고 하시기 바랍니다. 12-03 08:21:02,"2021-12-03 08:21","2021-12-03 09:21"
국문,장애인 단체 기습 시위 중,"서울교통공사에서 알려드립니다.금일 08:00부터 5호선 여의도역에서 공덕역까지 장애인 단체의 돌발적인 기습 시위 중이오니, 이점 참고하시어 열차를 이용하여 주시기 바랍니다.  12-03 08:01:53","2021-12-03 08:01","2021-12-03 09:01"
국문,"5호선 장애인 단체 시위 예정","서울교통공사에서 알려드립니다.금일 08:00부터 5호선 여의도역에서 공덕역까지 장애인 단체의 돌발적인 기습 시위가 예정되 있사오니, 이점 참고하시어 열차를 이용하여 주시기 바랍니다. 12-03 07:41:09","2021-12-03 07:41","2021-12-03 08:41"
국문,도심 집회(종료) 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시의 요청시 시행 예정이었던 주요역 열차 무정차 통과는 무정차 통과 없이 전구간 정상운행하고 있습니다. 열차 이용에 참고하시기 바랍니다. 감사합니다.  11-27 16:13:57","2021-11-27 16:13","2021-11-27 17:13"
국문,도심 집회 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 광화문역 등 주요역에 무정차 통과가 실시될 수 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. -서울교통공사- 11-27 11:00:13","2021-11-27 11:00","2021-11-27 12:00"
국문,코레일 구간 사상사고 조치완료,"11. 25.(목) 19:30경 발생한 경원선(1호선) 청량리~회기역 간 상선 코레일 제164열차 사상사고는 조치완료되어 열차 정상운행합니다. 열차 이용에 참고하시기 바랍니다. -서울교통공사 종합관제단- 11-25 20:21:26","2021-11-25 20:21","2021-11-25 21:21"
국문,코레일 구간 사상사고 발생,"11. 25.(목) 19:30경 경원선(1호선) 청량리~회기역 간 상선 코레일 제164열차 사상사고 조치 관계로 열차 지연 중입니다. 열차 이용에 참고하시기 바랍니다. -서울교통공사 종합관제단- 11-25 20:05:58","2021-11-25 20:05","2021-11-25 21:05"
국문,고객센터 일시 운영중단 알림 ,"[고객센터 일시 운영중단 알림]○ 일시: 2021.11.21.(일) 06:00~19:00 ○ 내용: 고객센터 시스템 정비 관련 운영중단 ※긴급사항은 112, 119 또는 가까운 역을 이용하여 주시기 바랍니다. ※해당시간 전화, 문자, 또타지하철앱 민원 접수 불가","2021-11-18 00:00","2021-11-21 19:00"
국문,"4호선 열차 정상운행(당고개역~한성대입구역) 알림","4호선 당고개역~한성대입구역간 열차 운행중지는 17:03부로 정상운행되고 있음을 알려드립니다. 열차이용에 불편을 드려 대단히 죄송합니다. 11-17 17:06:16","2021-11-17 17:06","2021-11-17 18:06"
국문,"4호선 열차운행 중지 알림",지금 현재 4호선 당고개역~한성대입구역간 상하선 전차선 정전으로 열차운행이 중지되고 있습니다. 열차이용에 불편을 드려 대단히 죄송합니다. 11-17 16:08:25,"2021-11-17 16:08","2021-11-17 17:08"
국문,"4호선 열차 운행중단 안내","15:40경 4호선 당고개역 상인상선 진입 중 열차 고장으로 4호선(당고개역~한성대입구역) 상하선 운행중지 됨을 알려드립니다. 열차이용에 불편을 드려 대단히 죄송합니다.   11-17 15:58:02","2021-11-17 15:58","2021-11-17 16:58"
국문,"4호선 열차고장 조치완료 열차 정상운행","4호선 하선 시운전 열차고장으로 인한 지연운행은 14:52부로 정상운행 중이오니 열차이용에 참고 하시기 바랍니다. 열차이용에 불편을 드려 죄송합니다. 11-17 15:02:57","2021-11-17 15:02","2021-11-17 16:02"
국문,코레일구간 시운전 열차 차량고장,"13:40경 4호선(과천선) 선바위역 하선 열차 시운전 중 동력운전 불능으로인한 구원으로 열차가 지연되고 있사오니 열차이용에 참고하시기 바랍니다. 열차이용에 불편을 드려 대단히 죄송합니다.(지연구간 : 당고개역 ~ 사당역, 사당역 ~ 오이도역) 11-17 13:53:52","2021-11-17 13:53","2021-11-17 14:53"
국문,도심 집회 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 시행중이던 무정차 통과는 14시 00분부로 전구간 정상운행합니다. 감사합니다.  11-13 13:57:24","2021-11-13 13:57","2021-11-13 14:57"
국문,도심 집회 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 13:40분부터 동대문역(1,4호선) 열차 무정차 통과 추가 시행 중, 무정차 통과 시행 중 13시 45분 부로 1호선 종각역, 3호선 안국역 열차 정상운행, 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 감사합니다. 11-13 13:37:48","2021-11-13 13:37","2021-11-13 14:37"
국문,도심 집회 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 시청(1,2호선), 종각역, 을지로입구역, 경복궁역, 안국역, 광화문역 등 주요역에 12:30분부터 무정차 통과 시행 중입니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 감사합니다. 11-13 12:28:57 11-13 13:07:27","2021-11-13 13:07","2021-11-13 14:07"
국문,도심 집회 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 광화문역 등 주요역에 12:30분부터 무정차 통과 시행 중입니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 감사합니다. 11-13 12:28:57","2021-11-13 12:28","2021-11-13 13:28"
국문,도심 집회 따른 열차이용 안내,"금일 대규모 도심 집회로 승객 안전사고 및 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 광화문역 등 주요역에 무정차 통과가 실시될 수 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. -서울교통공사- 11-13 10:36:48","2021-11-13 10:36","2021-11-13 11:36"
국문,장애인 단체 시위 종료로 5호선 열차 정상운행,금일 15:05경 발생한 5호선 여의도역 상선 장애인 단체의 시위 종료로 현재 열차 정상운행 중입니다. 열차 이용에 참고하시기 바랍니다. - 서울교통공사 종합관제단 - 11-12 15:51:00,"2021-11-12 15:51","2021-11-12 16:51"
국문,장애인 단체 시위로 5호선 방화 방면 상선 열차 운행 중지,금일 15:05경 5호선 여의도역 상선 장애인 단체의 열차운행 방해로 현재 방화 방면 열차 운행이 중지 중입니다. 열차 이용에 참고하시기 바랍니다. - 서울교통공사 종합관제단 - 11-12 15:37:30,"2021-11-12 15:37","2021-11-12 16:37"
국문,충정로(2)역 엘리베이터 운행 중단 안내,"충정로(2)역 엘리베이터 보수공사에 따른 운행 중단을 아래와 같이 공지합니다.- 보수기간: 2021. 11. 3.(수) ~ 11. 15.(월)- 벽체 및 안전펜스 파손 부위 보수 공사로 엘리베이터 외부 1호기 운행 중단- 교통약자(휠체어, 유모차 등)께서는 5호선 충정로역 엘리베이터(8번 출구) 이용 가능합니다.","2021-11-04 00:00","2021-11-16 00:00"
국문,"4호선 미아역 열차 정상운행","4호선 미아역 연기발생 관련 열차 무정차 통과는 11:47부로 정상운행 중이오니 열차이용에 참고바랍니다. 열차이용에 불편을 드려 죄송합니다. 11-03 11:49:14","2021-11-03 11:49","2021-11-03 12:49"
국문,"4호선 미아역 하선 열차 무정차 통과","4호선 미아역 연기발생 관련 안전조치 관계로 10:47부터 미아역(하선) 무정차 통과하고 있으니 열차이용에 참고바랍니다. 열차이용에 불편을 드려 죄송합니다. ※ 11:36부로 상선 정상운행 중 11-03 11:40:49","2021-11-03 11:40","2021-11-03 12:40"
국문,"4호선 미아역 상하선 열차 무정차 통과","4호선 미아역 연기발생 관련 안전조치 관계로 10:47부터 미아역(상하선) 무정차 통과하고 있으니 열차이용에 참고바랍니다. 열차이용에 불편을 드려 죄송합니다.   11-03 11:00:53","2021-11-03 11:00","2021-11-03 12:00"
국문,장애인단체 1호선 지하철 타기 시위 종료,"서울교통공사에서 알려드립니다.1호선 서울역에서 시청역까지""장애인 이동권 약속 이행"" 지하철 타기가 종료되어현재 1호선 열차 정상운행되고 있습니다. 10-29 13:30:49","2021-10-29 13:30","2021-10-29 14:30"
국문,장애인단체 1호선 지하철 타기 시위 사전예고,"서울교통공사에서 알려드립니다.오늘 오후 1시부터 1호선 서울역에서 시청역까지""장애인 이동권 약속 이행"" 지하철 타기가 있을 예정입니다.이에 따라 1호선 열차운행이 상당시간 지연될 수 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다. 10-29 11:06:23","2021-10-29 11:06","2021-10-29 12:06"
국문,장애인단체 장애인권리예산 쟁취 요구 4호선 열차 지연은 정상운행,"장애인단체 ""장애인권리예산 쟁취"" 요구 4호선 지하철 타기 열차지연은15시 23분부로 4호선 열차 정상운행입니다.열차 이용에 불편을 드려 대단히 죄송합니다. 10-22 15:36:45","2021-10-22 15:36","2021-10-22 16:36"
국문,장애인단체 장애인권리예산 쟁취 요구 4호선 지하철 타기로 열차지연,"서울교통공사에서 알려드립니다지금 현재 4호선 혜화역에서 서울역까지 ""장애인권리예산 쟁취"" 지하철 타기가 진행되고 있습니다.이에 따라 4호선 열차운행이 지연되고 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다. 10-22 14:21:17","2021-10-22 14:21","2021-10-22 15:21"
국문,"4호선 열차운행 지연 예정 안내 (10/22 14시~)","서울교통공사에서 알려드립니다.10월 22일(금) 오후 2시부터, 4호선 혜화역에서 서울역까지 '장애인권리예산 쟁취' 지하철 타기가 있을 예정입니다.이에 따라 4호선 열차운행이 상당시간 지연될 수 있사오니, 이점 참고하시어 열차를 이용하여 주시기 바랍니다.","2021-10-22 00:00","2021-10-22 16:00"
국문,장애인단체 장애인권리예산 쟁취 요구 4호선 지하철 타기 사전예고,"서울교통공사에서 알려드립니다오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인권리예산 쟁취"" 지하철 타기가 있을 예정입니다.이에 따라 4호선 열차운행이 상당시간 지연될 수 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다. 10-22 13:50:16","2021-10-22 13:50","2021-10-22 14:50"
국문,장애인단체 장애인권리예산 쟁취 요구 4호선 지하철 타기 사전예고,"서울교통공사에서 알려드립니다오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인권리예산 쟁취"" 지하철 타기가 있을 예정입니다.이에 따라 4호선 열차운행이 상당시간 지연될 수 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다. 10-22 12:00:02","2021-10-22 12:00","2021-10-22 13:00"
국문,버티고개역 에스컬레이터 공사에 따른 승강기 사용 불가 안내,"6호선 버티고개역 에스컬레이터 공사에 따라, 일부 승강기 이용이 중단되오니 교통약자(휠체어, 유모차 등)께서는 인근 약수역을 이용 바랍니다.○ 공사기간: 2021. 6. 7. ~ 2022. 2월 말 경○ 노후 에스컬레이터 교체 공사로 경사형 엘리베이터 및 에스컬레이터 1, 2호기 운행 중단  ※ 에스컬레이터 순차적 교체로 현재 상행 이용 가능○ 교통약자(휠체어, 유모차 등)께서는 인근 약수역을 이용 바랍니다.","2021-10-22 00:00","2021-12-16 00:00"
국문,도심 집회 종료에 따른 열차이용 안내,"도심 집회관련 광화문, 종각, 시청(1,2), 경복궁 5개역 무정차 통과는 14시 40분로 열차 정상 운행하고 있습니다. 10-20 14:40:05","2021-10-20 14:40","2021-10-20 15:40"
국문,도심 집회 따른 열차이용 안내,"현재 도심 집회로 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 종각, 시청(1,2), 경복궁 5개역에 13시30분부로 무정차 통과하고 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 10-20 13:52:00","2021-10-20 13:52","2021-10-20 14:52"
국문,도심 집회 따른 열차이용 안내,"현재 도심 집회로 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 종각, 시청(1,2), 경복궁, 안국역 6개역에 12시30분부로 무정차 통과하고 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다.(※ 안국역은 13시30분부로 열차 정상운행) 10-20 13:36:28","2021-10-20 13:36","2021-10-20 14:36"
국문,도심 집회 따른 열차이용 안내,"현재 도심 집회로 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 종각, 시청(1,2), 경복궁, 안국 6개역에 12시30분부로 무정차 통과하고 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 10-20 12:30:48","2021-10-20 12:30","2021-10-20 13:30"
국문,도심 집회 따른 열차이용 안내,"오늘 10월 20일 도심 집회가 예정되어 있어 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 종각, 시청(1,2), 경복궁, 안국 6개역에 무정차 통과가 예정되어 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 10-20 11:30:58","2021-10-20 11:30","2021-10-20 12:30"
국문,도심 집회 따른 열차이용 안내,"오늘 10월 20일 도심 집회가 예정되어 있어 승객안전 및 코로나 19 확산 방지를 위하여 광화문, 시청(1,2), 경복궁 4개역에 무정차 통과가 예정되어 있습니다. 코로나 19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 10-20 10:23:57","2021-10-20 10:23","2021-10-20 11:23"
국문,열차 무정차통과 예정 관련 알림,"대규모 도심 집회로 코로나19 확산 우려가 있어, 경찰 및 서울시 요청에 따라 광화문역 등 주요 역에 무정차 통과가 실시될 수 있습니다.코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다.○ 일시: 2021.10.20.(수) 13~16시 (예정)○ 대상역: 경복궁, 광화문, 시청①②, 종각, 안국 등(당일 경찰 및 서울시 요청에 따라 변경 가능)","2021-10-19 00:00","2021-10-20 16:00"
국문,"10월 대체공휴일 열차운행 안내",서울교통공사에서는 대체공휴일(10/11)에 휴일 열차운행계획을 적용하여 운행합니다. 열차 이용에 참고하시기 바랍니다.○ 적용일자 : 10월 11일(월)○ 대상호선 : 1~8호선 (전 노선)○ 운영계획 : 휴일 열차시각표 적용,"2021-10-05 00:00","2021-10-12 00:00"
국문,고객의 소리 퀴즈 이벤트 실시,"1. 기간: 2021.9.29.(수) ~ 10.8.(금)2. 대상: 모든 시민 고객3. 목적: 시민 소통 강화, 고객의 소리 및 또타지하철앱 이용 활성화4. 참여방법: 아래 링크 클릭하여 참여5. 설문참여자 기념품 증정: 총 30명, 온누리상품권 1만원권 증정(무작위 추첨)6. 당첨자 발표: 2021.10.15.(금) ※ 공사 사정에 따라 변동 가능","2021-09-30 00:00","2021-10-09 00:00"
국문,주변에서 일어나는 부패공익신고 바로알기,"주변에서 쉽게 일어날 수 있는 부패행위·공익침해행위에 대하여 안내드립니다.○ 부패행위 ☞ 공직자가 직무상 지위·권한을 남용하거나 법령을 위반하여 본인 또는 제3자의 이익을 도모하는 행위 ☞ 법령을 위반하여 공공기관에 재산상 손해를 가하는 행위 ☞ 위 행위나 그 은폐를 강요·권고·제의·유인하는 행위○ 공익침해행위 ☞ 6개 분야 471개 법률의 벌칙 또는 행정처분 대상 행위    (6대 분야: 건강, 안전, 환경, 소비자의 이익, 공정한 경쟁, 이에 준하는 공공의 이익)부패공익신고 바로알기▶ 아래 링크 클릭항상 청렴으로 신뢰받고 안전으로 보답하는 서울교통공사가 되겠습니다.","2021-09-30 00:00","2021-10-05 00:00"
국문,추석 명절 청탁금지법 선물 바로알기,추석 명절을 맞아 「청탁금지법」에 대하여 안내드립니다.○ 친지·이웃과 나누는 선물은 풍성하게!! ☞ 청탁금지법은 공직자가 아닌 친지·이웃과 나누는 선물을 제한하지 않습니다.○ 공직자와 나누는 선물은 청렴하게!! ☞ 공직자는 받을 수 있는 선물에 제한이 있습니다.     청탁금지법 선물 바로알기▶ 아래 링크를 참조하세요.항상 청렴으로 신뢰받고 안전으로 보답하는 서울교통공사가 되겠습니다.즐거운 명절 보내시기 바랍니다.,"2021-09-17 00:00","2021-09-23 00:00"
국문,실시간 혼잡도 정보 제공 서비스 2호선(지선 제외) 시범운영 실시,"열차 내 여유칸 정보 제공 및 분산 안내를 위해 공사와 SKT가 공동으로 개발한 실시간 혼잡도 정보 제공 서비스 시범운영을 실시합니다.○ 제공일시: 2021. 7. 26.(월) 부터○ 제공범위: 2호선 내·외선(신정지선, 성수지선 제외)○ 제공정보: 실시간 열차 칸별 혼잡도 정보○ 확인방법: 실시간 열차정보(2호선)에서 꼬마 열차 선택 - 여유(80% 이하), 보통(80~130%), 주의(130~150%), 혼잡(150% 이상) - 100% 혼잡도는 1량당 160명 탑승 기준입니다.※ 탑승 위치에 따라 체감 혼잡도는 달라질 수 있습니다.","2021-09-14 00:00","2021-12-01 00:00"
국문,[긴급공지] 코로나19로 인한 민원 접수 잠정 중단,"안내 말씀드립니다.코로나 19 확진자와의 밀접 접촉자가 고객센터 내에서 발생하여 민원접수를 잠정 중단합니다.긴급상황은 112,119 또는 가까운 역을 이용하여 주시기 바랍니다.양해 부탁드립니다.","2021-09-10 00:00","2021-09-11 11:00"
국문,(훈련상황 종료) 4호선 동작역사 비상대응훈련 종료,(훈련상황 종료) 4호선 동작역사 비상대응훈련은 현시간부로 종료되었음을 알려드립니다. 09-08 14:56:21,"2021-09-08 14:56","2021-09-08 15:56"
국문,(훈련상황) 4호선 동작역사 화재발생,(훈련상황) 4호선 동작역사 화재발생으로 열차운행이 서울(4)역부터 사당(4)역까지 운행중단 되었습니다.대체교통수단으로 셔틀버스 7대 운행 중 입니다. 열차이용에 참고하시기 바랍니다.  09-08 14:43:19,"2021-09-08 14:43","2021-09-08 15:43"
국문,열차 정상운행,"광복절 도심 집회관련 시청역(1,2호선), 경복궁역(3호선), 광화문역(5호선)역 무정차 통과는 14:30부터 전호선 정상운행 합니다. 08-15 14:30:09","2021-08-15 14:30","2021-08-15 15:30"
국문,광복절 집회 무정차 통과,"금일 13:50분 현시각 부터 1,2호선 시청역, 3호선 경복궁역, 5호선 광화문역 등 3개역에 대해 무정차 통과를 시행하고 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 08-15 13:50:30","2021-08-15 13:50","2021-08-15 14:50"
국문,광복절 집회 무정차 통과 안내,"금일 13:50경부터 1,2호선 시청역, 3호선 경복궁역, 5호선 광화문역 등 3개역에 대해 무정차 통과를 시행합니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 08-15 13:42:58","2021-08-15 13:42","2021-08-15 14:42"
국문,광복절 집회 무정차 통과 사전 안내,"금일 대규모 도심집회가 예정되어 있어 승객안전 및 코로나19 확산 방지를 위하여 광화문, 시청, 경복궁, 을지로입구, 종각, 안국 등 6개역에 대하여 무정차 통과가 예정되어 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. 08-15 12:00:05","2021-08-15 12:00","2021-08-15 13:00"
국문,광복절 집회 무정차 통과 사전 안내,"오는 8월15일 대규모 도심집회가 예정되어 있어 승객안전 및 코로나19 확산 방지를 위하여 광화문, 시청, 경복궁, 을지로입구, 종각, 안국 등 6개역에 대하여 무정차 통과가 예정되어 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. -서울교통공사- 08-14 20:14:50","2021-08-14 20:14","2021-08-14 21:14"
국문,광복절 집회 무정차 통과 사전 안내,"오는 8월 14일, 15일 대규모 도심집회가 예정되어 있어 승객안전 및 코로나19 확산 방지를 위하여 광화문, 시청, 경복궁, 을지로입구, 종각, 안국 등 6개역에 대하여 무정차 통과가 예정되어 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다. -서울교통공사- 08-13 18:08:43","2021-08-13 18:08","2021-08-13 19:08"
국문,광복절 집회 무정차 통과 안내,"8월 15일 대규모 도심집회가 예정되어 있어 승객안전 및 코로나19 확산 방지를 위하여 광화문, 시청, 경복궁, 을지로입구, 종각, 안국 등 6개역에 대해 무정차 통과가 예정되어 있습니다. 코로나19로부터 시민의 건강과 안전을 지키기 위한 조치이오니 양해 부탁드립니다.","2021-08-13 18:00","2021-08-15 23:00"
국문,고객센터 운영시간 변경 안내,"[고객센터 운영시간 변경 안내]○ 운영시간: 06:00~24:30(연중무휴)○ 변경일자: 2021. 8. 9.(월)~※ 긴급사항은 112, 119 또는 가까운 역을 이용하여 주시기 바랍니다.※ 운영시간 외 전화, 문자, 또타지하철앱 민원 접수 불가","2021-08-06 00:00","2021-08-17 00:00"
국문,경인선 노량진역 코레일 차량고장 조치완료,"경인선 노량진역 상선 코레일 차량고장은 후속 코레일열차와 구원연결하여 구로기지로 회송, 열차 운행 재개코레일 차량고장 여파로 청량리, 의정부 방면 열차가 지연운행되고 있습니다. 열차 이용에 참고하시기 바랍니다. 07-24 17:30:45","2021-07-24 17:30","2021-07-24 18:30"
국문,경인선 노량진역 코레일 차량고장,경인선 노량진역 코레일 차량고장으로 현재 조치 중입니다.1호선 의정부 방면으로 여행하시는 고객께서는 우회교통편(4호선 창동역)을 이용하여 주시기 바랍니다. 07-24 17:14:06,"2021-07-24 17:14","2021-07-24 18:14"
국문,"2021년 임대상가 고객만족도 설문조사 실시 ","[2021년 임대상가 고객만족도 설문조사 실시]○ 조사대상: 서울지하철 1∼8호선 이용고객 ○ 조사기간: 2021. 7. 20.(화) ∼ 7. 25.(일), 6일간 ○ 설문방법: 온라인 설문〔Surveymonkey(설문조사 전문기관)〕 ○ 설문주소: 아래 링크 클릭○ 설문문항: 총 16문항 ","2021-07-20 00:00","2021-07-26 00:00"
국문,열차 정상운행,"전국노동자대회 집회 관련 13:50부터 실시했던 종로3가역 1,3,5호선 무정차 통과는 15:25부로 정상운행 중에 있습니다. -서울교통공사- 07-03 15:31:06","2021-07-03 15:31","2021-07-03 16:31"
국문,무정차 통과,"금일 전국노동자대회 집회 관련 1,3,5호선 열차가 종로3가역을 무정차 통과하고 있습니다. 해당역을 이용하실 고객님께서는 열차이용에 참고하시기 바랍니다. -서울교통공사- 07-03 14:00:55","2021-07-03 14:00","2021-07-03 15:00"
국문,열차이용안내,"금일 여의도역, 여의나루역, 광화문역 등은 전국노동자대회 집회로 인하여 혼잡이 예상되며 상황에 따라 무정차 통과할 수 있습니다. 해당역을 이용하실 고객 여러분께서는 열차이용에 참고하시기 바랍니다. -서울교통공사- 07-03 13:14:55","2021-07-03 13:14","2021-07-03 14:14"
국문,도심 집회 따른 열차이용 안내,시민고객 여러분께 안내드립니다. 여의대로 도심 집회로 역사가 혼잡 할 수 있으니 열차 이용에 참고하여 주시기 바랍니다. 감사합니다. 07-03 11:26:49,"2021-07-03 11:26","2021-07-03 12:26"
국문,'22년 예산편성을 위한 주민참여예산 제안사업 공모,"2022년 예산편성을 위한 주민참여예산 제안사업을 공모합니다. ○ 접수기간: ~'21. 7. 31.(토) ○ 제안대상: 서울지하철(1~8호선)을 이용하며 느낀 불편사항을 개선하거나, 주민 편익 증진을 위하여 필요한 사업 ○ 접수방법: 온라인 접수(서울교통공사 홈페이지)제안해주신 시민들 중 심사 및 추첨을 통하여 소정의 기념품(또타 인형)을 지급할 예정이오니, 많은 참여 부탁드립니다.","2021-06-25 00:00","2021-08-01 00:00"
국문,"1호선 시청역 하선 장애인 단체 시위 종료 및 열차 정상운행","서울교통공사에서 알려드립니다.1호선 시청역 하선 장애인 단체 시위는 16:53경 종료되었으며, 1호선 전구간 열차 정상운행되고 있습니다.열차이용에 불편을 드려 대단히 죄송합니다.  06-04 16:55:58","2021-06-04 16:55","2021-06-04 17:55"
국문,장애인단체 이동권 보장 시위관련 1호선 시청역 하선 무정차 통과,서울교통공사에서 알려드립니다.장애인단체의 이동권 보장 시위관련 1호선 시청역 하선 무정차 통과 중입니다. 열차이용에 불편을 드려 대단히 죄송합니다. 06-04 16:28:27,"2021-06-04 16:28","2021-06-04 17:28"
국문,장애인단체 이동권 보장 1호선 불법 시위로 열차지연,"서울교통공사에서 알려드립니다현재 1호선 시청역에서 ""장애인 이동권 보장"" 불법시위가 진행되고 있습니다.이에 따라 1호선 전구간 열차운행이 지연되고 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 16:13:01","2021-06-04 16:13","2021-06-04 17:13"
국문,장애인단체 장애인 이동권 보장 1호선 열차 시위로 열차지연,"서울교통공사에서 알려드립니다현재 1호선 시청역에서 ""장애인 이동권 보장"" 지하철 타기가 진행되고 있습니다.이에 따라 1호선 구간 열차운행이 지연되고 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 15:26:33","2021-06-04 15:26","2021-06-04 16:26"
국문,장애인단체 장애인 이동권 보장 1호선 및 4호선 열차 시위로 열차지연,"서울교통공사에서 알려드립니다현재 1호선 및 4호선에서 ""장애인 이동권 보장"" 지하철 타기가 진행되고 있습니다.이에 따라 1호선 및 4호선 열차운행이 지연되고 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 15:06:27","2021-06-04 15:06","2021-06-04 16:06"
국문,장애인단체 장애인 이동권 보장 4호선 열차 시위로 열차지연,"서울교통공사에서 알려드립니다오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인 이동권 보장"" 지하철 타기가 진행되고 있습니다.이에 따라 4호선 혜화역에서 서울역간 열차운행이 지연되고 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다.  06-04 14:20:04 06-04 14:28:37","2021-06-04 14:28","2021-06-04 15:28"
국문,장애인단체 장애인 이동권 보장 4호선 열차 시위로 열차지연,"서울교통공사에서 알려드립니다오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인 이동권 보장"" 지하철 타기가 진행되고 있습니다.이에 따라 4호선 혜화역에서 서울역간 열차운행이 지연되고 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다.  06-04 14:20:04","2021-06-04 14:20","2021-06-04 15:20"
국문,장애인단체 장애인 이동권 보장 요구 4호선 열차 시위 사전예고,"서울교통공사에서 알려드립니다오늘 오후 2시부터 4호선 혜화역에서 서울역까지 ""장애인 이동권 보장"" 지하철 타기가 있을 예정입니다.이에 따라 4호선 혜화역에서 서울역간 열차운행이 상당시간 지연될 수 있사오니이점 참고하시어 열차를 이용하여 주시기 바랍니다. 06-04 12:00:06 06-04 13:55:59","2021-06-04 13:55","2021-06-04 14:55"
